compartment,仕切られたスペース,121
delay,…を遅らせる,122
suspected,疑いのある,123
visitor,訪問客,124
available,手に入る,125
check,調べる,126
convenient,都合の良い,127
except,…を除いて,128
bear(動詞),…を負う,129
boyfriend,恋人,130
debt,負債,131
disappear,消える,132
portion,部分,133
so-called,いわゆる,134
summarize,…を要約する,135
attractive,魅力的な,136
deal,取引,137
whisper,ささやく,138
over,…の間ずっと，…をめぐって,139
rough,荒れた,140
weather,天候,141
weekend,週末,142
fit(動詞),サイズが…に合う,143
marvelous,素晴らしい,144
match(動詞),…に合う,145
perfectly,完璧に,146
shirt,ワイシャツ,147
trousers,ズボン,148
barely,かろうじて,149
get,…になる,150
lately,最近,151
lazy,怠惰な,152
article,記事,153
bankrupt,倒産した,154
company,会社,155
consequence,結果,156
decision,決定,157
flourish,繁盛する,158
go,…になる,159
insurance,保険,160
magazine,雑誌,161
management,経営（陣）,162
bike,自転車,163
fit(形容詞),体調がよい，適している,164
healthy,健康な,165
ride,…に乗って移動する,166
stairs,階段,167
stay,…のままである,168
amazed,びっくりした,169
appear,…のようだ,170
bored,退屈している,171
contemporary,現代の,172
excited,興奮した,173
exhibition,展示会,174
fascinated,魅了された,175
sculpture,彫刻,176
seem,…のようだ,177
awful,ひどい,178
content(名詞),中身,179
drunk,酔った,180
gulp,一気に飲むこと,181
heavily,（量・程度が）大きく,182
liquid,液体,183
swallow,…を飲み込む,184
taste (動詞),…な味がする,185
thick,濃密な,186
academic,学問の,187
atmosphere,大気，雰囲気,188
climate,気候,189
conference,会議,190
global,地球の,191
institute,研究所,192
pollution,公害,193
warm （動詞）,暖まる,194
anonymous,匿名の,195
armed,武装した,196
informer,情報提供者,197
provide,…に与える,198
robbery,強盗,199
Scotland Yard,ロンドン警視庁,200
theft,窃盗罪,201
wanted,指名手配中の,202
whereabouts,居場所,203
alley,路地,204
delivery,配達,205
fireenginer,消防車,206
park (動詞),…を駐車する,207
prevent,…を妨げる,208
van,運搬用の車,209
yell,叫ぶ,210
chronic,慢性の,211
confess,…を告白する,212
cure,…を治す,213
dramatically,劇的に,214
fatigue,疲労,215
herbal,薬草の,216
highly,とても,217
peculiar,奇妙な,218
remedy,治療（法）,219
sense (名詞),…感，意味,220
suspicious,疑っている,221
advice,忠告,222
conclusion,結論,223
context,前後関係,224
memorize,…を記憶する,225
offer,…を差し出す,226
phrase,句，言い回し,227
piece,（（不可算名詞に用い））一つ,228
sentence,文，判決,229
separately,別々に,230
whole,…全体,231
biology,生物学,232
birth,誕生,233
breast,胸,234
explain,説明する,235
feed,…に食べ物を与える,236
female,雌の,237
generally,一般的に,238
lay,…を横たえる,239
mammal,ほ乳動物,240
expensive,高価な,241
fiance,婚約者,242
gorgeous,豪華な,243
jewel,宝石,244
possess,…を所有する,245
token,しるし,246
definition,定義,247
instruction,指示,248
manual,手引き書,249
reference,参考,250
term,専門用語,251
unfamiliar,馴染みがない,252
curiosity,好奇心,253
furious,かんかんに怒った,254
implicit,暗にほのめかされた,255
insult,侮辱,256
mere,単なる,257
personal,個人の，個人的な,258
slightly,少し,259
-faced,…な顔をした,260
alert,機敏な,261
command(動詞),命令する,262
cost(動詞),（費用が）かかる,263
grim,いかめしい,264
hesitation,ためらい,265
sergeant,軍曹,266
wrath,怒り,267
joyful,とても楽しい,268
kindergarten,幼稚園,269
lively,元気の良い,270
merry,楽しい,271
NewYear,正月，新年,272
wish,…に…がもたらされることを願う,273
dishonest,不誠実な,274
glad,嬉しい,275
mistaken,間違った,276
Mr.Right,理想の男性,277
sincere,誠実な,278
smart,頭の良い,279
devastate,…を徹底的に破壊する,280
establish,…を設立する,281
fund,基金,282
homeless,ホームレスの,283
leave,…を…のままにしておく,284
numerous,多数の,285
quake,地震,286
relief,救済，安堵,287
victim,犠牲者,288
dentist,歯医者,289
divorce,離婚,290
engaged,婚約している，手がふさがって,291
finger,指,292
lawyer,弁護士,293
marry,…と結婚する,294
hurry,急ぐこと,295
bead,玉,296
beer,ビール,297
drip,したたる,298
Fahrenheit,華氏,299
forehead,額（ひたい）,300
mutter,つぶやく,301
register,…を示す，…を登録する,302
sweat,汗,303
thermometer,温度計,304
communicate,意思を伝える,305
extent,程度,306
practice (動詞),…の練習をする,307
bow,お辞儀をする,308
mess（a〜）,散らかった状態,309
place (名詞),場所,310
spare,…をとりおく,311
thank,…に感謝する,312
chatter,おしゃべりをする,313
chatterbox,おしゃべり人間,314
could,…できるであろう，…する可能性がある,315
drive,…を〜にする,316
eternal,永遠の,317
frown,顔をしかめる,318
nerve,神経,319
nobody,誰も…ない,320
ample,十分な,321
assign,…を割り当てる,322
challenging,やりがいはあるが困難な,323
complex,複雑な,324
consider,…を見なす，…を考慮する,325
experience,経験,326
suited,（仕事に）適した,327
task,仕事,328
troubleshooter,紛争の解決者,329
act,制定法，行為,330
announce,…を発表する,331
commerce,通商,332
compete,競争する,333
counterpart,同じ機能［立場］のもの,334
domestic,国内の,335
equal(形容詞),等しい,336
foreign,外国の,337
mill,製造所,338
prime,第一の,339
steel,鋼鉄,340
accept,…を受け入れる,341
agree,同意する,342
convince,…を納得させる,343
flatly,きっぱりと,344
outcome,結果,345
preliminary,予備的な,346
reject,…を拒絶する,347
talks,交渉,348
bold,大胆な,349
conservative,保守的な,350
healthcare,医療,351
leadership,指導陣，指導力,352
persuade,…を説得する,353
radical,急進的な,354
reformer,改革者,355
allow,…を許す,356
around,約…,357
cargo,貨物,358
charge(名詞),料金,359
condition,条件，状況,360
freight,貨物,361
harbor,港,362
transport,…を輸送する,363
vessel,大型の船,364
battery,電池,365
beside,…の隣に,366
checkout,精算カウンター,367
encourage,…を励ます,368
impulse,衝動,369
shopper,買い物客,370
usually,いつも,371
comprehension,理解（力）,372
conversational,会話の,373
education,教育,374
emphasis,強調,375
ministry,省,376
place (動詞),…を置く,377
skill,技能,378
ache,痛み,379
cancer,ガン,380
injection,注射,381
lung,肺,382
medicine,薬，医学,383
organ,器官,384
spread,広がる,385
exquisite,実に見事な,386
furnish,…に備え付ける,387
furniture,家具,388
mansion,大邸宅,389
polish,…を磨く,390
servant,使用人,391
shine,輝く,392
building,建物,393
clue,手がかり,394
detective,探偵，刑事,395
imaginary,架空の,396
imaginative,想像力豊かな,397
kid(名詞),子供,398
mystery,謎，ミステリー,399
private,私的な,400
search,…を捜す,401
shrewd,明敏な,402
solve,…を解く,403
vacant,空いている,404
crack（名詞）,ひび,405
leak,漏れる,406
mend,…を直す,407
rainy,雨降りの,408
shed,小屋,409
tool,道具,410
era,時代,411
feudal,封建制の,412
nor,また…も〜ない,413
part-time,アルバイトで,414
permit,…に許可する,415
but（前置詞）,…を除き,416
choice,選択,417
grasp,…をしっかりとつかむ,418
intimidate,…を威嚇する,419
lapel,前襟の折り返し,420
obey,…に従う,421
fix,…を修理する,422
flattire,パンクしたタイヤ,423
oneself （副詞）,自分で，自ら,424
pound (名詞),（（通貨））ポンド,425
repair （動詞）,…を修理する,426
burglar,強盗,427
drugstore,ドラッグストア,428
install,…を取り付ける,429
precaution,予防措置,430
surveillance,監視,431
campaign,（政治・社会的）運動,432
firm(名詞),会社,433
manufacture,…を製造する,434
nationwide,全国規模の,435
project,計画，事業,436
recycle,…をリサイクルする,437
celebrity,有名人,438
contempt,軽蔑,439
fellow,同僚の,440
professor,教授,441
scholar,学者,442
but（副詞）,ただの…,443
cliff,崖,444
edge,端,445
horror,ぞっとする思い,446
slip,滑る,447
toddler,よちよち歩きの赤ん坊,448
vertical,垂直な,449
background,背景,450
bullet,弾丸,451
derive,…を引き出す,452
muse,思いにふける,453
pleasure,喜び,454
curb(名詞),道路の縁（石）,455
curse,ののしる,456
drunken,酔った,457
elbow,肘,458
stumble,つまずく,459
swear,ののしる,460
trash can,ゴミ箱,461
betray,…を裏切る,462
factory,工場,463
foreman,工場長,464
owner,所有者,465
division,部課,466
dominant,支配的な,467
fiscal,財政上の,468
high-ranking,高い階級の,469
official,役人,470
policy,政策,471
role,役割,472
shape,…を形作る,473
cathedral,大聖堂,474
chapel,礼拝堂,475
choir,聖歌隊,476
hymn,賛美歌,477
Lord,（キリスト教の）主,478
shepherd,羊飼い,479
wander,ぶらつく,480
emergency,緊急,481
faction,派閥,482
hostile,敵意のある,483
internal,内部の,484
party,政党，一団，当事者,485
reconcile,…を和解［調和］させる,486
ruling (形容詞),支配［統治］している,487
session,会合,488
sharply,鋭く,489
split,…を分裂させる,490
strife,争い,491
architecture,建築,492
freshman,新入生,493
literature,文学,494
major(動詞),専攻する,495
sophomore,（大学の）２年生,496
abortion,中絶,497
Catholic,カトリック教徒,498
circumstance,状況,499
devout,信仰心の厚い,500
beneficial,有益な,501
chapter,章,502
exercise,運動,503
following(形容詞),次の,504
influence,影響,505
mainly,主に,506
moderate,適度な,507
well-being,幸福感,508
consistent,首尾一貫した,509
create,…を生み出す,510
effort,努力,511
fair,公正な,512
just(形容詞),公正な,513
organization,組織,514
praise,…をほめる,515
racism,人種差別,516
sexism,性差別,517
society,社会,518
voluntary,ボランティアの，任意の,519
analyze,…を分析する,520
headquarters,本部，本社,521
process (動詞),…を加工・処理する,522
result,結果,523
survey,調査,524
transmit,…を送信する,525
contain,…を含む,526
credit,信用,527
essential,必要不可欠な,528
purse,ハンドバッグ,529
rob,…から強奪する,530
wallet,財布,531
economic,経済の,532
Japanese（the〜）,日本人,533
mock,…を馬鹿にする,534
nation,国家，国民,535
overseas,海外に,536
preoccupied,そのことだけで頭がいっぱいで,537
prosperity,成功，繁栄,538
workaholic,仕事中毒の人,539
fine(動詞),…に罰金を課す,540
licens,免許（証）,541
mph,時速…マイル,542
nearly,ほぼ,543
reckless,向こう見ずな,544
speed (動詞),スピードを出して走る,545
suspend,…を一時停止にする,546
access,アクセス,547
before(副詞),以前に,548
collapse,崩壊,549
communist,共産主義の,550
deny,…を否定する,551
information,情報,552
regime,政治体制,553
advantageous,有利な,554
corporate,会社の,555
exceptional,例外的な,556
geographical,地理的な,557
innovative,革新的な,558
position,位置，立場,559
possible,可能な,560
strategy,戦略,561
success,成功,562
burden,重荷,563
envious,うらやましい,564
for(接続詞),というのは…だからだ,565
indispensable,必要不可欠な,566
nuisance,迷惑,567
column,円柱,568
crater,地面の穴,569
erupt,噴火する,570
flow,流れる,571
huge,巨大な,572
lava,溶岩,573
several,いくつかの,574
vapor,蒸気,575
volcano,火山,576
volume,量,577
crack（動詞）,…をこじ開ける,578
discover,…を発見する,579
fire(動詞),…を首にする,580
hire,…を雇う,581
janitor,用務員,582
merely,単に,583
safe (名詞),金庫,584
steal,…を盗む,585
valuable (名詞),貴重品,586
arrest,…を逮捕する,587
assault,暴行,588
delinquent,法律違反者,589
expel,…を追放する,590
juvenile,青少年の,591
shoplift,万引きをする,592
vandalism,（公共物の）破壊,593
crude,天然のままの,594
desert,…を（見）捨てる,595
formerly,以前は,596
miner,鉱山労働者,597
primitive,原始的な,598
slave,奴隷,599
surroundings,環境,600
courtesy,礼儀,601
firm(形容詞),しっかりとした,602
furthermore,その上さらに,603
none,どれ［誰］も…ない,604
utter,（ことばを）発する,605
youngster,若者,606
finally,最後には,607
instead,その代わりに,608
row,口論，列,609
terrible,ひどい,610
terrific,素晴らしい,611
trifle,些細な事,612
vacation,休暇,613
besides,…に加え,614
consumption,消費,615
electricity,電気,616
income,収入,617
mortgage,（住宅）ローン,618
tax,税金,619
citizen,市民,620
creed,信条,621
meet,（要求を）満たす,622
needs,必要なもの，ニーズ,623
public,公的な，公共の,624
race,人種，民族,625
social,社会的［社交的］な,626
status,地位,627
book(動詞),…を予約する,628
fully,完全に,629
reserve,…を予約する,630
abolish,…を廃止する,631
error,間違い,632
essay,作文,633
paper,答案用紙，新聞,634
penalty,刑罰,635
spelling,綴り,636
aim,目標,637
expense,費用,638
goal,目標,639
main,主要な,640
minority,少数派,641
opportunity,機会,642
priority,優先（事項）,643
pursue,…を追い求める,644
short-term,短期的な,645
ultimate,最終的な,646
admiral,海軍司令官,647
battle,戦い,648
decisive,勝敗を決する,649
imperial,帝国の,650
navy,海軍,651
odds,可能性,652
overwhelming,圧倒的な,653
skillful,巧みな,654
tactics,戦術,655
win,（戦いに）勝つ,656
declare,…を宣言する,657
duty,任務,658
earnest,生真面目な,659
ensure,確実に…となるようにする,660
inflexible,融通の利かない,661
law,法律,662
offense,法律違反,663
officer,警官，役人,664
overlook,…を見落とす,665
trivial,ささいな,666
brand-new,新品の,667
motorcycle,バイク,668
purchase,…を買う,669
repeat,…を繰り返す,670
request,依頼,671
resolve,…を固く決意する，…を解決する,672
yield,屈する,673
anniversary,記念日,674
apparently,どうやら,675
border,国境,676
celebrate,…を祝う,677
coincide,一致する,678
festival,お祭り,679
incident,事件,680
independence,独立,681
intend,…を意図する,682
black,黒人の,683
delight,大喜び,684
elect,…を選出する,685
former,以前の,686
population,人口,687
president,大統領,688
prisoner,囚人,689
shriek,甲高い叫び声,690
attempt,試み,691
futile,無駄な,692
peaceful,平和な,693
regional,地域の,694
reveal,…を明らかにする,695
solution,解決方法,696
UN （the 〜）,国連,697
warfare,戦争,698
weakness,弱点,699
diaper,おむつ,700
infant,幼児,701
infinite,無限の,702
patience,忍耐力,703
spill,…をこぼす,704
tiring,疲れるような,705
wipe,…をぬぐう,706
business,商売,707
join,…に加わる,708
shop (動詞),買い物をする,709
urgent,至急の,710
build,…を建設する,711
central,中央の,712
disposal,処分,713
government,政府,714
independent,独立した,715
municipal,地方自治体の,716
selection,選ぶこと,717
site,用地,718
waste,廃棄物,719
cigarette,たばこ,720
direction,方向,721
light(動詞),…に火をつける,722
opposite,反対の,723
ponder,じっくりと考える,724
trot,早足で歩く,725
apparatus,器具,726
chemistry,化学,727
complicated,複雑な,728
diagram,図形,729
formula,（数学・化学の）式,730
illustrate,…を具体的に説明する,731
laboratory,実験室,732
meaning,意味,733
luggage,荷物,734
square,広場,735
trace,跡形,736
tranquil,静かな,737
vanish,消える,738
while (名詞),時間,739
active,活動的な,740
approach(動詞),…に近づく,741
fall,…になる,742
greatgrandfather,曾祖父,743
longevity,長寿,744
dawn,夜明け,745
dusk,夕暮れ時,746
empty-handed,手ぶらで,747
locally,当地で,748
missing,行方不明の,749
organize,…を組織する,750
rescue,救助,751
confine,…を閉じ込める,752
curb(動詞),…を抑制する,753
discuss,…を議論する,754
evasion,回避,755
interrupt,…の邪魔をする,756
statement,発言,757
subject,話題，テーマ,758
awfully,ひどく,759
courageous,気丈な,760
exhibit,…を表に出す,761
grief,深い悲しみ,762
learn,…を知る,763
presence,（ある場所に）存在すること,764
upset,心が動揺して,765
yet,しかし,766
acquire,…を取得する,767
china,陶磁器,768
distant,遠い,769
fortunate,幸運な,770
ornament,装飾品,771
pawnshop,質屋,772
relative,親戚,773
run,…を運営［経営］する,774
valuable (形容詞),貴重な,775
kitten,子猫,776
puppy,子犬,777
responsible,責任がある,778
breath,息,779
groan,うめく,780
pant,息を切らす,781
puff,ぜいぜいと息を切らす,782
anxious,切望している，心配している,783
decide,…を決める,784
ticket,切符,785
chore,雑用,786
eager,熱心な,787
grow,…になる,788
household,所帯の,789
housewife,主婦,790
monotonous,単調な,791
seek,…を見つけようとする,792
stimulating,刺激的な,793
weary,うんざりした,794
boss,上司,795
impossible,不可能な,796
offend,…の感情を害する,797
please (動詞),…を喜ばせる,798
rather,かなり,799
badly,悪く,800
condo,マンション,801
desire,…を望む,802
honest,正直な,803
locate,（建物などを）置く,804
price,値段,805
relatively,比較的に,806
phone （名詞）,電話,807
photocopy,コピーする,808
serve,（飲食物を客に）出す,809
truth,本当のこと,810
ability,能力,811
fluently,流暢に,812
linguistic,言語の,813
proud,誇り［自慢］に思う,814
remarkable,際だった,815
secretary,秘書,816
dense,濃い,817
fog,霧,818
motorist,車の運転者,819
restrict,…を制限する,820
sign (名詞),標識,821
traffic light,信号,822
visibility,視界,823
alleged,称されている,824
forbid,…を禁ずる,825
ivory,象牙,826
lumber,木材,827
per,１…当たり,828
smuggler,密輸者,829
circulate,…を広める,830
dismiss,…を解雇する,831
employee,従業員,832
employer,雇用者,833
grudge,恨み,834
malicious,悪意のある,835
rumor,噂,836
complaint,不満，苦情,837
customer,客,838
exclusively,もっぱら,839
illness,病気,840
induce,…を引き起こす,841
long-term,長期にわたる,842
mental,精神［心］の，知的な,843
psychiatrist,精神科医,844
stress,ストレス，抑圧,845
cultural,文化の,846
generation,世代,847
hand(動詞),…を手渡す,848
heritage,文化的な遺産,849
importance,重要性,850
likewise,同様に,851
most（副詞）,極めて,852
preserve,…を維持［保持］する,853
traditional,伝統的な,854
utmost,この上ない,855
buck,ドル,856
cash,現金,857
interest,利子,858
lend,…に…を貸す,859
mind,…に差し支えがある，…に気をつける,860
owe,…を借りている，…を負っている,861
gamble,ギャンブルをする,862
pledge,誓い,863
solemn,真剣な,864
violate,（約束を）破る,865
vow,誓い,866
avoid,…を避ける,867
high-calorie,高カロリーの,868
lose,…を失う，（試合に）負ける,869
meal,食事,870
weight,体重,871
ambitious,野心的な,872
ascend,登る,873
banish,…を国外に追放する,874
conquer,…を征服する,875
escape,逃れる,876
execute,…を処刑する,877
general（名詞）,将軍,878
kingdom,王国,879
monarch,君主,880
throne,王位,881
excellent,素晴らしい,882
self-righteous,独善的な,883
admit,…を認める,884
afterward,後になって,885
conscience,良心,886
conspiracy,共謀,887
murder,殺人,888
originally,当初は,889
suspect (名詞),容疑者,890
calm,穏やかな,891
foul,汚い,892
imagine,…を想像する,893
insane,気が狂った,894
language,言語,895
refined,洗練された，上品な,896
temporarily,一時的に,897
vulgar,下品な,898
advantage,有利,899
object (動詞),反対の意思を表す,900
one (代名詞),人,901
remember,…を覚えている,902
treat,…を扱う，…を治療する,903
beat,繰り返し打つ,904
interview（名詞）,面接,905
nervous,緊張して,906
tense,緊張した,907
throat,喉,908
while (接続詞),…している間に，…である一方で,909
particular,好みがうるさい，特定の,910
tie,ネクタイ,911
consultant,コンサルタント,912
face(動詞),…に面する,913
mode,方法,914
modify,…を修正する,915
operation,運営，手術,916
present (形容詞),現在の，出席している,917
reflect,…を反映する,918
review,…を調べる,919
emphasize,…を強調する,920
increase（動詞）,…を増加させる,921
necessity,必要性,922
physicist,物理学者,923
primary school,小学校,924
quality,品質,925
respect （動詞）,…を尊敬する,926
science,科学,927
secondary school,中等学校,928
arrangement,配置,929
ceremony,儀式,930
insist,主張・要求する,931
ritual,儀式,932
conduct(名詞),行為,933
contradictory,矛盾した,934
elaborate,手が込んだ,935
excuse,言い訳,936
justify,…を正当化する,937
reproach,非難,938
respond,反応する,939
submissively,服従して,940
accustomed,慣れている,941
case,場合,942
delicate,繊細な,943
handle,…を扱う,944
worry（動詞）,心配する,945
authority,権威，当局,946
distinguished,高名な,947
fable,寓話,948
folk,民衆の,949
legend,伝説,950
myth,神話,951
noted,有名な,952
philosopher,哲学者,953
tale,話,954
commit,（罪を）犯す,955
contemplate,…をじっくり考える,956
depth,深み,957
despair,絶望,958
prospect,見通し,959
regain,…を取り戻す,960
reputation,評判,961
suicide,自殺,962
decline（名詞）,低下,963
denounce,…を非難する,964
effective,効果的な,965
gradual,徐々の,966
measure,措置,967
premier,首相,968
reverse,…を逆転させる,969
standard,水準,970
dozen,ダース,971
heavy,量が多い,972
pull up,（車が）止まる,973
railroad,鉄道,974
sightseeing,観光,975
tourist,観光客,976
traffic,往来,977
adventure,冒険,978
castle,城,979
excite,…を興奮させる,980
float,浮かぶ,981
hide,…を隠す,982
hunt,狩りをする，捜す,983
neutral,中立の,984
penetrate,…に潜入する,985
territory,領土,986
treasure,宝物,987
bush,低木,988
emerge,現れる,989
monster,化け物,990
mud,泥,991
nightmare,悪夢,992
terrify,…を怯えさせる,993
trap,…を身動きできないようにする,994
ugly,醜い,995
aide,補佐官,996
close(形容詞),接近した,997
committee,委員会,998
election,選挙,999
fraud,不正,1000
governor,知事,1001
hastily,急いで,1002
investigate,調査する,1003
involve,…を巻き込む,1004
approach(名詞),対処法,1005
competent,有能な,1006
confront,…に立ちはだかる,1007
elementary,初級の,1008
novel(形容詞),新奇な,1009
perpetual,永続的な,1010
principal (名詞),校長,1011
problem,問題,1012
sensible,理にかなった,1013
ban,…を禁止する,1014
deliberate,…を審議する,1015
firearm,小型の火器,1016
implement,…を実行する,1017
lawmaker,立法府の議員,1018
legislation,法律,1019
possession,所有,1020
conservation,保護,1021
entirely,完全に,1022
perspective,観点,1023
regarding,…に関して,1024
view,見解,1025
casual,気軽な,1026
concerning,…に関して,1027
criticism,批判,1028
dismay,ショック,1029
ethnic,民族の,1030
mayor,市長,1031
outrage,激怒,1032
provoke,…を引き起こす,1033
remark （名詞）,発言,1034
side,側,1035
detest,…をひどく嫌う,1036
dictator,独裁者,1037
funny,面白い,1038
historian,歴史家,1039
hypocrisy,偽善,1040
inspire,…を生じさせる,1041
pretend,…というふりをする,1042
satire,風刺,1043
critical,物事を批評できる,1044
cultivate,…を育む,1045
develop,…を発達させる,1046
educational,教育の,1047
faculty,能力,1048
focus,焦点,1049
introduce,…を導入する，…紹介する,1050
newly,新しく,1051
principal (形容詞),主要な,1052
program,計画，プログラム,1053
pupil,児童,1054
area,地域,1055
bury,…を埋める,1056
contaminate,…を汚染する,1057
drain,…を排水する,1058
likely,可能性が高い,1059
resident,居住者,1060
soil,土壌,1061
swamp,沼地,1062
withhold,…を与えずにおく,1063
accommodate,…を収容する,1064
attack,攻撃,1065
base,基地,1066
design,…を意図する,1067
facility,施設,1068
including,…を含め,1069
military,軍隊の,1070
nuclear,核（兵器）の,1071
separate,別々の,1072
silo,格納庫,1073
underground,地下,1074
various,さまざまな,1075
withstand,…に耐える,1076
arithmetic,算数,1077
calculation,計算,1078
divide,…を分ける,1079
equal(動詞),…に等しい,1080
example,例,1081
multiply,…を掛ける［乗ずる］,1082
point,小数点,1083
remainder,余り,1084
construction,建設,1085
cut(名詞),削減,1086
expenditure,歳出,1087
hardship,苦難,1088
industry,産業，業界,1089
revenue,歳入,1090
similarly,同様に,1091
affluent,豊かな,1092
developed,発達した,1093
import（名詞）,輸入,1094
impose,…を課す,1095
invade,…に侵入する,1096
mostly,大部分は，大半は,1097
neighbor,近所の人,1098
occupy,…を占領する,1099
restriction,制限,1100
sanction,制裁,1101
adolescence,思春期,1102
joy,喜び,1103
photo,写真,1104
remind,…に思い出させる,1105
sorrow,悲しみ,1106
device,装置,1107
electronic,電子の,1108
endeavor,懸命な努力,1109
engineer,技術者,1110
epoch-making,画期的な,1111
hard-working,勤勉な,1112
invent,…を発明する,1113
-year-old,…歳の,1114
custody,養育権,1115
fight,…を戦う,1116
neither,どちらも…ない,1117
developing,発展途上の,1118
disabled,体の不自由な,1119
humble,控えめな,1120
priest,聖職者,1121
favorite,最も気に入っている,1122
stout,肉付きの良い,1123
theme,テーマ,1124
tune,曲,1125
underwear,下着,1126
waist,腰,1127
whistle,口笛を吹く,1128
wrap,…を巻く,1129
coast,沿岸,1130
head(動詞),向かう,1131
land,土地,1132
Mediterranean,地中海,1133
native,生まれ故郷の,1134
chase,…を追う,1135
dumptruck,ダンプカー,1136
lobby,玄関広間,1137
pace (動詞),ゆっくり歩く,1138
worried,心配した,1139
attention,注意,1140
attire,服装,1141
blunder,へま,1142
deliberately,わざと,1143
distract,…をそらす,1144
flatter,…にお世辞を言う,1145
pray,祈る,1146
astronaut,宇宙飛行士,1147
dumb,口がきけない,1148
launch,打ち上げ,1149
second,秒,1150
spacecraft,宇宙船,1151
spectacular,壮観な,1152
strike,…を…の状態にする,1153
viewer,見物人,1154
completely,完全に,1155
flip,ひっくり返る,1156
freeway,高速道路,1157
load(動詞),…に積む,1158
obstruct,…をふさぐ,1159
onto,…の上へ,1160
sack,袋,1161
skid,横滑りする,1162
slippery,滑りやすい,1163
wheat,小麦,1164
absorb,…を吸収する,1165
childish,子供っぽい,1166
frequently,頻繁に,1167
notice,気づく,1168
prank,いたずら,1169
sneak,静かに歩く,1170
startle,…をびくっとさせる,1171
tap,…をポンと叩く,1172
accompany,…に付き添う,1173
apologize,謝罪する,1174
behavior,振る舞い,1175
naughty,やんちゃな,1176
rudeness,不作法,1177
strict,厳しい,1178
teachers' room,職員室,1179
attorney,弁護士,1180
defendant,被告人,1181
embrace,…を抱きしめる,1182
expect,を予期する,1183
guilty,有罪である,1184
jury,陪審（員団）,1185
return,（評決を）下す，戻る，…にお返しをする,1186
unanimous,全員一致の,1187
verdict,判決,1188
weep,しくしく泣く,1189
bride,花嫁,1190
bridesmaid,花婿の付添人,1191
congratulation,祝い,1192
follow,…に続く,1193
groom,花婿,1194
propose,…を申し出る［提案する］,1195
telegram,電報,1196
toast,乾杯,1197
compare,…を比較・対比する,1198
considerate,思いやりがある,1199
grumble,愚痴を言う,1200
ready,準備が出来ている,1201
whenever,…する時はいつでも,1202
battleship,戦艦,1203
distance,遠くの場所,1204
fisherman,漁師,1205
gunboat,戦艦,1206
island,島,1207
resemble,…に似ている,1208
rocky,岩［石］の,1209
somewhat,ある程度,1210
tiny,とても小さい,1211
board,重役グループ,1212
CEO,最高経営責任者,1213
disposition,性格,1214
judge(動詞),判断する,1215
